JSF P/N,MFR P/N,NOMENCLATURE,SMR,EEL,TURN-IN,SERIALZED
MS14181-08030L,MS14181-08030L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08031L,MS14181-08031L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08032L,MS14181-08032L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08033L,MS14181-08033L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08034L,MS14181-08034L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08035L,MS14181-08035L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08036L,MS14181-08036L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08037L,MS14181-08037L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08038L,MS14181-08038L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08039L,MS14181-08039L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08040L,MS14181-08040L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08042L,MS14181-08042L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08044L,MS14181-08044L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08046L,MS14181-08046L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08048L,MS14181-08048L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08050L,MS14181-08050L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08052L,MS14181-08052L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08054L,MS14181-08054L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08056L,MS14181-08056L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08058L,MS14181-08058L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08060L,MS14181-08060L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08062L,MS14181-08062L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08064L,MS14181-08064L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08066L,MS14181-08066L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08068L,MS14181-08068L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08070L,MS14181-08070L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08072L,MS14181-08072L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08074L,MS14181-08074L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08076L,MS14181-08076L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08078L,MS14181-08078L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08080L,MS14181-08080L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08082L,MS14181-08082L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08084L,MS14181-08084L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08086L,MS14181-08086L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08088L,MS14181-08088L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08090L,MS14181-08090L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08092L,MS14181-08092L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08094L,MS14181-08094L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08096L,MS14181-08096L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08098L,MS14181-08098L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08100L,MS14181-08100L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08102L,MS14181-08102L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08104L,MS14181-08104L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08106L,MS14181-08106L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08108L,MS14181-08108L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08110L,MS14181-08110L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-08112L,MS14181-08112L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09004L,MS14181-09004L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09005L,MS14181-09005L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09006L,MS14181-09006L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09007L,MS14181-09007L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09008L,MS14181-09008L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09009L,MS14181-09009L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09010L,MS14181-09010L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09011L,MS14181-09011L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09012L,MS14181-09012L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09013L,MS14181-09013L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09014L,MS14181-09014L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09015L,MS14181-09015L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09016L,MS14181-09016L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09017L,MS14181-09017L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09018L,MS14181-09018L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09019L,MS14181-09019L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09020L,MS14181-09020L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09021L,MS14181-09021L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09022L,MS14181-09022L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09023L,MS14181-09023L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09024L,MS14181-09024L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09025L,MS14181-09025L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09026L,MS14181-09026L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-09027L,MS14181-09027L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09028L,MS14181-09028L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09029L,MS14181-09029L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-09030L,MS14181-09030L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09031L,MS14181-09031L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09032L,MS14181-09032L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09033L,MS14181-09033L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09034L,MS14181-09034L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09035L,MS14181-09035L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09036L,MS14181-09036L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09037L,MS14181-09037L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09038L,MS14181-09038L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09039L,MS14181-09039L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09040L,MS14181-09040L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09042L,MS14181-09042L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09044L,MS14181-09044L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09046L,MS14181-09046L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09048L,MS14181-09048L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09050L,MS14181-09050L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09052L,MS14181-09052L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09054L,MS14181-09054L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09056L,MS14181-09056L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09058L,MS14181-09058L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09060L,MS14181-09060L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09062L,MS14181-09062L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09064L,MS14181-09064L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09066L,MS14181-09066L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09068L,MS14181-09068L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09070L,MS14181-09070L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09072L,MS14181-09072L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09074L,MS14181-09074L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09076L,MS14181-09076L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09078L,MS14181-09078L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09080L,MS14181-09080L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09082L,MS14181-09082L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09084L,MS14181-09084L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09086L,MS14181-09086L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09088L,MS14181-09088L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09090L,MS14181-09090L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09092L,MS14181-09092L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09094L,MS14181-09094L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09096L,MS14181-09096L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09098L,MS14181-09098L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09100L,MS14181-09100L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09102L,MS14181-09102L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09104L,MS14181-09104L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09106L,MS14181-09106L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09108L,MS14181-09108L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09110L,MS14181-09110L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-09112L,MS14181-09112L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10004L,MS14181-10004L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10005L,MS14181-10005L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10006L,MS14181-10006L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10007L,MS14181-10007L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10008L,MS14181-10008L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10009L,MS14181-10009L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10010L,MS14181-10010L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10011L,MS14181-10011L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10012L,MS14181-10012L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10013L,MS14181-10013L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10014L,MS14181-10014L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10015L,MS14181-10015L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10016L,MS14181-10016L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10017L,MS14181-10017L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10018L,MS14181-10018L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10019L,MS14181-10019L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10020L,MS14181-10020L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10021L,MS14181-10021L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10022L,MS14181-10022L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10023L,MS14181-10023L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10024L,MS14181-10024L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10025L,MS14181-10025L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10026L,MS14181-10026L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10027L,MS14181-10027L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10028L,MS14181-10028L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10029L,MS14181-10029L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10030L,MS14181-10030L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10031L,MS14181-10031L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10032L,MS14181-10032L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10033L,MS14181-10033L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10034L,MS14181-10034L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10035L,MS14181-10035L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10036L,MS14181-10036L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10037L,MS14181-10037L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10038L,MS14181-10038L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10039L,MS14181-10039L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10040L,MS14181-10040L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10042L,MS14181-10042L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10044L,MS14181-10044L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10046L,MS14181-10046L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10048L,MS14181-10048L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10050L,MS14181-10050L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10052L,MS14181-10052L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10054L,MS14181-10054L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10056L,MS14181-10056L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10058L,MS14181-10058L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10060L,MS14181-10060L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10062L,MS14181-10062L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10064L,MS14181-10064L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10066L,MS14181-10066L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10068L,MS14181-10068L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10070L,MS14181-10070L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10072L,MS14181-10072L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10074L,MS14181-10074L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10076L,MS14181-10076L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10078L,MS14181-10078L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10080L,MS14181-10080L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10082L,MS14181-10082L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10083L,MS14181-10083L,BOLT,PAOZZN,NO,NO,NO
MS14181-10084L,MS14181-10084L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10086L,MS14181-10086L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10088L,MS14181-10088L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10090L,MS14181-10090L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10092L,MS14181-10092L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10094L,MS14181-10094L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10096L,MS14181-10096L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10098L,MS14181-10098L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10100L,MS14181-10100L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10102L,MS14181-10102L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10104L,MS14181-10104L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10106L,MS14181-10106L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10108L,MS14181-10108L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10110L,MS14181-10110L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-10112L,MS14181-10112L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12004L,MS14181-12004L,"BOLT,SHEAR",XBOZZN,NO,NO,NO
MS14181-12005L,MS14181-12005L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12006L,MS14181-12006L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12007L,MS14181-12007L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12008L,MS14181-12008L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12009L,MS14181-12009L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12010L,MS14181-12010L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12011L,MS14181-12011L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12012L,MS14181-12012L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12013L,MS14181-12013L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12014L,MS14181-12014L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12015L,MS14181-12015L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12016L,MS14181-12016L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12017L,MS14181-12017L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12018L,MS14181-12018L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12019L,MS14181-12019L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12020L,MS14181-12020L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12021L,MS14181-12021L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12022L,MS14181-12022L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12023L,MS14181-12023L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12024L,MS14181-12024L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12025L,MS14181-12025L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12026L,MS14181-12026L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12027L,MS14181-12027L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12028L,MS14181-12028L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12029L,MS14181-12029L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12030L,MS14181-12030L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12031L,MS14181-12031L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12032L,MS14181-12032L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12033L,MS14181-12033L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12034L,MS14181-12034L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12035L,MS14181-12035L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12036L,MS14181-12036L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12037L,MS14181-12037L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12038,MS14181-12038,BOLT,PAOZZN,NO,NO,NO
MS14181-12038L,MS14181-12038L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12039L,MS14181-12039L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12040L,MS14181-12040L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12042L,MS14181-12042L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12044L,MS14181-12044L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12046L,MS14181-12046L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12048L,MS14181-12048L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12050L,MS14181-12050L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12052L,MS14181-12052L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12054L,MS14181-12054L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12056L,MS14181-12056L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12058L,MS14181-12058L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12060L,MS14181-12060L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12062L,MS14181-12062L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12064L,MS14181-12064L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12066L,MS14181-12066L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12068L,MS14181-12068L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12070L,MS14181-12070L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12072L,MS14181-12072L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12074L,MS14181-12074L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12076L,MS14181-12076L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12078L,MS14181-12078L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12080L,MS14181-12080L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12082L,MS14181-12082L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12083L,MS14181-12083L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12084L,MS14181-12084L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12085L,MS14181-12085L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12086L,MS14181-12086L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12088L,MS14181-12088L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12089L,MS14181-12089L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12090L,MS14181-12090L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12091L,MS14181-12091L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12092L,MS14181-12092L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12094L,MS14181-12094L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12096L,MS14181-12096L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12098L,MS14181-12098L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12100L,MS14181-12100L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12102L,MS14181-12102L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12104L,MS14181-12104L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12106L,MS14181-12106L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12108L,MS14181-12108L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12110L,MS14181-12110L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-12112L,MS14181-12112L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14004L,MS14181-14004L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14005L,MS14181-14005L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14006L,MS14181-14006L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14007L,MS14181-14007L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14008L,MS14181-14008L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14009L,MS14181-14009L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14010L,MS14181-14010L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14011L,MS14181-14011L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14012L,MS14181-14012L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14013L,MS14181-14013L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14014L,MS14181-14014L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14015L,MS14181-14015L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14016L,MS14181-14016L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14017L,MS14181-14017L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14018L,MS14181-14018L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14019L,MS14181-14019L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14020L,MS14181-14020L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14021L,MS14181-14021L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14022L,MS14181-14022L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14023L,MS14181-14023L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14024L,MS14181-14024L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14025L,MS14181-14025L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14026L,MS14181-14026L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14027L,MS14181-14027L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14028L,MS14181-14028L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14029L,MS14181-14029L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14030L,MS14181-14030L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14031L,MS14181-14031L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14032L,MS14181-14032L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14033L,MS14181-14033L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
MS14181-14034L,MS14181-14034L,"BOLT,SHEAR",PAOZZN,NO,NO,NO
