JSF P/N,MFR P/N,NOMENCLATURE,SMR,EEL,TURN-IN,SERIALZED
1069257,1069257,PANEL EMI MOUNT,PAOZZN,NO,NO,NO
1070410,1070410,VALVE ACCESS AL,PAOZZN,NO,NO,NO
1070745,1070745,DC/DC CONVERTER,PAOZZN,NO,NO,NO
1070758,1070758,TIE DOWN RATCHET,PAOZZN,NO,NO,NO
1070881,1070881,CONTACTOR 150A,PAOZZN,NO,NO,NO
1071048,1071048,ARM BRAKE,PAOZZN,NO,NO,NO
1071290,1071290,STEP FLDING LRG,PAOZZN,NO,NO,NO
1071564,1071564,GAGE SS 0-100 PSI,PAOZZN,NO,NO,NO
1071995,1071995,CPLNG FEM RETRN,PAOZZN,NO,NO,NO
1072343,1072343,BUSBAR ASSY,PAOZZN,NO,NO,NO
1072440,1072440,ELEC DOOR BOX ASSY,PAOZZN,NO,NO,NO
1072708,1072708,SHIM POST BATTERY,PAOZZN,NO,NO,NO
1073209,1073209,WASHER,PAOZZN,NO,NO,NO
1073210,1073210,NUT,PAOZZN,NO,NO,NO
1073216,1073216,SCREW CAP  HH,PAOZZN,NO,NO,NO
1073217,1073217,NUT 5/16-18,PAOZZN,NO,NO,NO
1073500,1073500,SCREW CAP  HH,PAOZZN,NO,NO,NO
1073794,1073794,INLET MALE 200A,PAOZZN,NO,NO,NO
1074850,1074850,SCREW 8-32 X .5,PAOZZN,NO,NO,NO
1075333,1075333,CABLE BAT POSITIVE,PAOZZN,NO,NO,NO
1075334,1075334,CABLE BAT NEGATIVE,PAOZZN,NO,NO,NO
1075430,1075430,GROUNDING REEL ASS,PAOZZN,NO,NO,NO
1075546,1075546,WASHER #8,PAOZZN,NO,NO,NO
1075547,1075547,NUT 8-32,PAOZZN,NO,NO,NO
1077877,1077877,FLIP COVER ALUM,PAOZZN,NO,NO,NO
1078141,1078141,"SWITCH, HINGE LEVER",PAOZZN,NO,NO,NO
1079011,1079011,LATCH TRIG ADJ,PAOZZN,NO,NO,NO
1079591,1079591,LABL ARC FLASH,PAOZZN,NO,NO,NO
1079596,1079596,"BAR, LIGHT, SHORT",PAOZZN,NO,NO,NO
1079597,1079597,LIGHTBAR ASSEMBLY,PAOZZN,NO,NO,NO
1080162,1080162,CAPTIVE FASTENER,PAOZZN,NO,NO,NO
1080163,1080163,FASTENER CAPTIVE,PAOZZN,NO,NO,NO
1081388,1081388,ADAPTER ANGLE,PAOZZN,NO,NO,NO
1082043,1082043,NUT PUSH 3/8,PAOZZN,NO,NO,NO
1083244,1083244,SWITCH LEVEL,PAOZZN,NO,NO,NO
1086600,1086600,ROOF ASSEMBLY REAR,PAOZZN,NO,NO,NO
1086601,1086601,ROOF ASSEMBLY FRONT,PAOZZN,NO,NO,NO
1089023,1089023,DISPLAY PLC,PAOZZN,NO,NO,NO
1089522,1089522,O-RING NEOPRENE,PAOZZN,NO,NO,NO
1092276,1092276,MOTOR SS CONTACTOR,PAOZZN,NO,NO,NO
1092283,1092283,CB 0.9-1.25A,PAOZZN,NO,NO,NO
1092284,1092284,CB 2.2-3.2A,PAOZZN,NO,NO,NO
1095454,1095454,LIGHT ILLUMINATION,PAOZZN,NO,NO,NO
1096113,1096113,LID HOSE STORAG BIN,PAOZZN,NO,NO,NO
1097108,1097108,DIF PRESS SENSOR B6,PAOZZN,NO,NO,NO
1098140,1098140,FILTER RESTRICT SW,PAOZZN,NO,NO,NO
1098316,1098316,BRACKET BRK HANDLE,PAOZZN,NO,NO,NO
1099983,1099983,CONTACTOR 24VDC 3P,PAOZZN,NO,NO,NO
1100431,1100431,ROD THREADED,PAOZZN,NO,NO,NO
1100534,1100534,"DR ASSY 8"" HOSE BIN",PAOZZN,NO,NO,NO
1100567,1100567,DOOR ASSY POWER BOX,PAOZZN,NO,NO,NO
1100837,1100837,LATCH ADJUSTABLE,PAOZZN,NO,NO,NO
1101858,1101858,BUMPER DOOR,PAOZZN,NO,NO,NO
1102287,1102287,COVER AIR DUCT,PAOZZN,NO,NO,NO
1102729,1102729,AIR DEL OUT PORT,PAOZZN,NO,NO,NO
1103336,1103336,VFD MOTOR 78A,PAOZZN,NO,NO,NO
1103423,1103423,WELD NUT 3/8,PAOZZN,NO,NO,NO
1105671,1105671,COVER ASSY RAD FILL,PAOZZN,NO,NO,NO
1106700,1106700,SHIELDNG EMI,PAOZZN,NO,NO,NO
1109258,1109258,"SENSOR PRESS B1,3,9",PAOZZN,NO,NO,NO
1109259,1109259,SENSOR PRESSURE B7,PAOZZN,NO,NO,NO
1119192,1119192,NECK FILLER (MOD),PAOZZN,NO,NO,NO
1132927,1132927,VALVE MIXING,PAOZZN,NO,NO,NO
1174696,117-4696,"FILTER, FUEL",PAOZZN,NO,NO,NO
1182671,1182671,FUEL FILTER,PAOZZN,NO,NO,NO
1183574,1183574,ELEMENT OIL FILTER,PAOZZN,NO,NO,NO
1183599,1183599,STARTER ASSEMBLY,PAOZZN,NO,NO,NO
1186081,1186081,CIRCT BREAKR,PAOZZN,NO,NO,NO
1198734,1198734,BRACKET WTR SNSR,PAOZZN,NO,NO,NO
1198857,1198857,WATER SENSOR,PAOKKS,NO,YES,NO
1209575,1209575,RECPT SCHUKO WPRF,PAOZZN,NO,NO,NO
1211083,1211083,DISPLAY PLC,PAOZZN,NO,NO,NO
1227501,1227501,CONTACTOR MOTOR 50A,PAOZZN,NO,NO,NO
1235600,1235600,HANDLE/LEVER,PAOZZN,NO,NO,NO
1236735,1236735,BRAKE ASSEMBLY,PAOZZN,NO,NO,NO
1281253,1281253,"REGULATOR, VOLTAGE",PAOZZN,NO,NO,NO
1294817,1294817,SCH RTROFIT ASSY,PAOZZN,NO,NO,NO
1302794,1302794,"ASSY, ACU 435, VFD",PAOZZN,NO,NO,NO
1326682,1326682,SENSOR COOLANT LVL,PAOZZN,NO,NO,NO
1701432,1701432,BOLT MODIFIED,PAOZZN,NO,NO,NO
1704315,1704315,GASKET,PAOZZN,NO,NO,NO
1706701,1706701,"PLATE,SEALING",PAOZZN,NO,NO,NO
1707840,1707840,WASHER,PAOZZN,NO,NO,NO
1711194,1711194,"BOLT,MOUNTING",PAOZZN,NO,NO,NO
1711194,4132265,"BOLT,MOUNTING",PAOZZN,NO,NO,NO
1711195,1711195,"BOLT,MOUNTING",PAOZZN,NO,NO,NO
1711196,1711196,"BOLT, MOUNTING",PAOZZN,NO,NO,NO
1711198,1711198,WASHER,PAOZZN,NO,NO,NO
2606663,2606663,"STEM,PNEUMATIC",PAOZZN,NO,NO,NO
2609209,2609209,"PLATE,RETAINING",PAOZZN,NO,NO,NO
2611824,2611824,"BEARING,CONE ROLL",PAOZZN,NO,NO,NO
2611828,2611828,"SEAL,GREASE OUTBD",PAOZZN,NO,NO,NO
2611997,2611997,RING RETAINING OUTB,PAOZZN,NO,NO,NO
2612105,2612105,WIRE ROPE ASSEMBLY,PAOZZN,NO,NO,NO
2612328,2612328,"NUT,ROTAR KEY RETA",PAOZZN,NO,NO,NO
2612827,2612827,"VALVE,SAFETY RELIE",PAOZZN,NO,NO,NO
2613007,2613007,"SCREW,MACHINE",PAOZZN,NO,NO,NO
2614528,2614528,"ADAPTER,HYDRAULIC",PAOZZN,NO,NO,NO
2614529,2614529,"SCREW,BLEEDER",PAOZZN,NO,NO,NO
2614555,2614555,"PLUG,FUSIBLE",PAOZZN,NO,NO,NO
2614562,2614562,"RING,RETAINING OB",PAOZZN,NO,NO,NO
2614563,2614563,"RING,RETAINING OB",PAOZZN,NO,NO,NO
2614566,2614566,VALVE PNEUMATIC TIR,PAOZZN,NO,NO,NO
2614570,2614570,"SEAL,GREASE INBD",PAOZZN,NO,NO,NO
2614622,2614622,"BEARING.INBD,MLG",PAOZZN,NO,NO,NO
2614623,2614623,"HEAT SHIELD,SEGMEN",PAOZZN,NO,NO,NO
2614624,2614624,RETAINER ASSEMBLY,PAODDT,NO,YES,NO
2614628,2614628,"RING, RETAINING INB",PAOZZN,NO,NO,NO
2614632,2614632,"KIT, PACKING",PAOZZN,NO,NO,NO
2614633,2614633,"PACKING,PREFORMED",PAOZZN,NO,NO,NO
2615326,2615326,LABEL BAR CODE,PAOZZN,NO,NO,NO
2615327,2615327,"LABEL,PROTECTIVE C",PAOZZN,NO,NO,NO
2616709,2616709,"KEY,ROTAR",PAOZZN,NO,NO,NO
2872277,2872277,SENSOR POSITION,PAOZZN,NO,NO,NO
2934631,2934631,STARTER ASSEMBLY,PAOZZN,NO,NO,NO
3008465,3008465,PLUG PIPE,PAOZZN,NO,NO,NO
3236362,3236362,SENSOR CONTAMINTN,PAOKKS,NO,YES,NO
3287561,3287561,WASHER SEALING,PAOZZN,NO,NO,NO
3289941,3289941,BELT V RIBBED,PAOZZN,NO,NO,NO
3747361,3747361,SWITCH-NTRL LIGHT,PAOZZN,NO,NO,NO
3863948,3863948,ELBOW M ADAPTER,PAOZZN,NO,NO,NO
3864036,3864036,HOSE FLEXIBLE,PAOZZN,NO,NO,NO
3864170,3864170,ELBOW M ADAPTER,PAOZZN,NO,NO,NO
3915787,3915787,PLUG THREADED,PAOZZN,NO,NO,NO
3918428,3918428,PLUNGER PRS REG,PAOZZN,NO,NO,NO
3925009,3925009,SPRING COMPRESSION,PAOZZN,NO,NO,NO
3976994,3976994,DIPSTICK,PAOZZN,NO,NO,NO
3978040,3978040,FUEL FILTER ENGINE,PAOZZN,NO,NO,NO
4023117,4023117,NUT OPTION (IC),PAOZZN,NO,NO,NO
4058797,4058797,NUT OPTION (IC),PAOZZN,NO,NO,NO
4100839,4100839,WASHER,PAOZZN,NO,NO,NO
4102239,4102239,BOLT,PAOZZN,NO,NO,NO
4110045,4110045,BEARING,PAOZZN,NO,NO,NO
4110225,4110225,BUSHING,PAODDT,NO,YES,NO
4110256,4110256,RING,PAOZZN,NO,NO,NO
4110724,4110724,CONNECTING LINK,PAOOOP,NO,YES,NO
4111360,4111360,PLUG ASSY OF,PAOZZN,NO,NO,NO
4111362,4111362,PLUG ASSY OF,PAOZZN,NO,NO,NO
4111374,4111374,BUSHING,PAOZZN,NO,NO,NO
4111708,4111708,BOLT,PAOZZN,NO,NO,NO
4111730,4111730,BOLT,PAOZZN,NO,NO,NO
4111895,4111895,PLUG ASSY OF,PAOZZN,NO,NO,NO
4111896,4111896,PLUG ASSY OF,PAOZZN,NO,NO,NO
4111897,4111897,PLUG ASSY OF,PAOZZN,NO,NO,NO
4111898,4111898,PLUG ASSY OF,PAOZZN,NO,NO,NO
4111985,4111985,BOLT,PAOZZN,NO,NO,NO
4111987,4111987,PLATE,PAOZZN,NO,NO,NO
4112071,4112071,BOLT,PAOZZN,NO,NO,NO
4112078,4112078,BOLT,PAOZZN,NO,NO,NO
4112191,4112191,BOLT,PAOZZN,NO,NO,NO
4113498,4113498,RING,PAOZZN,NO,NO,NO
4113500,4113500,RING,PAOZZN,NO,NO,NO
4113702,4113702,RING,PAOZZN,NO,NO,NO
4113704,4113704,RING,PAOZZN,NO,NO,NO
4113706,4113706,RING,PAOZZN,NO,NO,NO
4113831,4113831,CLEVIS,PAOZZN,NO,NO,NO
4113833,4113833,BOLT,PAOZZN,NO,NO,NO
4113837,4113837,BRACKET,PAODDT,NO,YES,NO
4113838,4113838,BRACKET,PAODDT,NO,YES,NO
4113924,4113924,SCREW,PAOZZN,NO,NO,NO
4113981,4113981,BRACKET,PAODDT,NO,YES,NO
4114008,4114008,BOLT,PAOZZN,NO,NO,NO
4114023,1709425,WASHER,PAOZZN,NO,NO,NO
4114023,4114023,WASHER,PAOZZN,NO,NO,NO
4114390,4114390,BOLT,PAOZZN,NO,NO,NO
4114557,4114557,PIN,PAOZZN,NO,NO,NO
4114669,4114669,ADJUSTER,PAOZZN,NO,NO,NO
4114670,4114670,ADJUSTER,PAOZZN,NO,NO,NO
4114671,4114671,ADJUSTER,PAOZZN,NO,NO,NO
4114947,4114947,STRAINER ELEMENT,PAOZZN,NO,NO,NO
4114972,4114972,SEAL,PAOZZN,NO,NO,NO
4114973,4114973,SEAL,PAOZZN,NO,NO,NO
4114984,4114984,CLAMP,PAOZZN,NO,NO,NO
4114987,4114987,CLAMP,PAOZZN,NO,NO,NO
4114991,4114991,BRACKET,PAOZZN,NO,NO,NO
4115721,4115721,PACKING,PAOZZN,NO,NO,NO
4115739,4115739,RING,PAOZZN,NO,NO,NO
4115883,4115883,BOLT,PAOZZN,NO,NO,NO
4116407,4116407,STRAINER ELEMENT,PAOZZN,NO,NO,NO
4116492,4116492,PLATE,PAOZZN,NO,NO,NO
4116837,4116837,COUPLING,PAOZZN,NO,NO,NO
4116934,5100180,SENSOR OPTION (IC),PAOLDT,YES,YES,YES
4117076,4117076,SPACER,PAOZZN,NO,NO,NO
4117171,4117171,COVER,PAOOOP,NO,YES,NO
4117268,4117268,BRACKET,PAOLDT,NO,YES,NO
4117459,4117459,RING,PAOZZN,NO,NO,NO
4117460,4117460,PLATE,PAOZZN,NO,NO,NO
4117482,4117482,ELBOW,PAODDT,NO,YES,NO
4117604,4117604,HOSE,PAODDT,NO,YES,NO
4117606,4117606,HOSE,PAODDT,NO,YES,NO
4117625,4117625,COUPLING HALF,PAOOOP,NO,YES,NO
4117861,4117861,NUT,PAOZZN,NO,NO,NO
4118105,4118105,RUNNER,PAOZZN,NO,NO,NO
4118149,4118149,CLAMP,PAOZZN,NO,NO,NO
4119335,4119335,PLUG ASSY OF,PAOZZN,NO,NO,NO
4119435,4119435,BRACKET,PAOZZN,NO,NO,NO
4119439,4119439,BRACKET,PAOZZN,NO,NO,NO
4119474,4119474,BOLT,PAOZZN,NO,NO,NO
4119485,4119485,"PUMP-FUEL,AUGMENTOR",PAODDT,YES,YES,YES
4119910,4119910,BRACKET,PAOZZN,NO,NO,NO
4119923,4119923,BRACKET,PAOZZN,NO,NO,NO
4119950,4119950,CLAMP,PAOZZN,NO,NO,NO
4130145,4130145,CONNECTING LINK,PAODDT,NO,YES,NO
4130178,4130178,BRACKET,PAOZZN,NO,NO,NO
4130208,4130208,LOCK,PAOZZN,NO,NO,NO
4130239,4130239,PLUG,PAOZZN,NO,NO,NO
4130340,4130340,PIN,PAOZZN,NO,NO,NO
4130596,4130596,INSULATION SLEEVING,PAOZZN,NO,NO,NO
4130598,4130598,CAP,PAOZZN,NO,NO,NO
4130673,4130673,SEAL ASSY,PAOOOP,NO,YES,NO
4130676,4130676,SEAL ASSY,PAOOOP,NO,YES,NO
4130677,4130677,SEAL ASSY,PAOOOP,NO,YES,NO
4130678,4130678,SEAL ASSY,PAOOOP,NO,YES,NO
4130679,4130679,SEAL ASSY,PAOOOP,NO,YES,NO
4130680,4130680,SEAL ASSY,PAOOOP,NO,YES,NO
4130682,4130682,SEAL ASSY,PAOOOP,NO,YES,NO
4130683,4130683,SEAL ASSY,PAOOOP,NO,YES,NO
4130770,4130770,PLATE,PAOZZN,NO,NO,NO
4130771,4130771,RING,PAOZZN,NO,NO,NO
4130865,4130865,DEFLECTOR,PAOZZN,NO,NO,NO
4130878,4130878,SPACER,PAOZZN,NO,NO,NO
4131036,4131036,SEAL,PAODDT,NO,YES,NO
4131127,4131127,PUMP,PAODDT,YES,YES,YES
4131242,4131242,VALVE,PAODDT,YES,YES,YES
4131276,4131276,ACTUATOR,PAODDT,YES,YES,YES
4131277,4131277,ACTUATOR,PAODDT,YES,YES,YES
4131444,4131444,RUNNER,PAOZZN,NO,NO,NO
4131445,4131445,CONNECTING LINK,PAOOOP,NO,YES,NO
4131593,5914069,VALVE,PAODDT,NO,YES,NO
4131594,5914067,VALVE,PAODDT,NO,YES,NO
4131617,4131617,BUSHING,PAOZZN,NO,NO,NO
4131623,4131623,GASKET,PAOZZN,NO,NO,NO
4131701,5100197,SENSOR OPTION (IC),PAOLDT,YES,YES,YES
4131701,5100198,SENSOR OPTION (IC),PAOLDT,YES,YES,YES
4131805,4131805,PACKING-PREFORMED,PAOZZN,NO,NO,NO
4131816,4131816,LUG,PAOZZN,NO,NO,NO
4131874,4131874,BOLT,PAOZZN,NO,NO,NO
4131939,4131939,ALTERNATOR,PAODAT,YES,YES,YES
4132187,4132187,ACTUATOR,PAODDT,YES,YES,YES
4132188,4132188,ACTUATOR,PAODDT,YES,YES,YES
4132203,4132203,COUPLING,PAOZZN,NO,NO,NO
4132214,4132214,CONNECTING LINK,PAODDT,NO,YES,NO
4132217,4132217,BRACKET,PAODDT,NO,YES,NO
4132218,4132218,BRACKET,PAODDT,NO,YES,NO
4132355,4132355,HOSE&TUBE ASSY,PAODDT,NO,YES,NO
4132423,4132423,STRAINER ELEMENT,PAOZZN,NO,NO,NO
4132424,5100094,SENSOR OPTION (IC),PAOLDT,YES,YES,YES
4132658,4132658,BRACKET,PAOZZN,NO,NO,NO
4132659,4132659,BRACKET,PAOZZN,NO,NO,NO
4132660,4132660,BRACKET,PAOZZN,NO,NO,NO
4132661,4132661,BRACKET,PAODDT,NO,YES,NO
4132662,4132662,BRACKET,PAOZZN,NO,NO,NO
4132663,4132663,BRACKET,PAODDT,NO,YES,NO
4132664,4132664,BRACKET,PAOZZN,NO,NO,NO
4132665,4132665,BRACKET,PAODDT,NO,YES,NO
4132666,4132666,BRACKET,PAODDT,NO,YES,NO
4132667,4132667,BRACKET,PAODDT,NO,YES,NO
4132668,4132668,BRACKET,PAOZZN,NO,NO,NO
4132669,4132669,BRACKET,PAOZZN,NO,NO,NO
4132670,4132670,BRACKET,PAOZZN,NO,NO,NO
4132671,4132671,BRACKET,PAOZZN,NO,NO,NO
4132672,4132672,BRACKET,PAODDT,NO,YES,NO
4132673,4132673,BRACKET,PAOZZN,NO,NO,NO
4132674,4132674,BRACKET,PAODDT,NO,YES,NO
4132675,4132675,BRACKET,PAODDT,NO,YES,NO
4132676,4132676,BRACKET,PAODDT,NO,YES,NO
4132677,4132677,BRACKET,PAODDT,NO,YES,NO
4132678,4132678,BRACKET,PAODDT,NO,YES,NO
4132679,4132679,BRACKET,PAODDT,NO,YES,NO
4132680,4132680,BRACKET,PAODDT,NO,YES,NO
4132681,4132681,BRACKET,PAOZZN,NO,NO,NO
4132740,4132740,GUIDE,PAOZZN,NO,NO,NO
4132748,4132748,BRACKET,PAODDT,NO,YES,NO
4132749,4132749,BRACKET,PAOZZN,NO,NO,NO
4132750,4132750,BRACKET,PAOZZN,NO,NO,NO
4132912,4132912,PIN-EXHAUST NZZL,PAOZZN,NO,NO,NO
4132984,4132984,SEAL ASSY,PAOOOP,NO,YES,NO
4132985,4132985,SEAL ASSY,PAOOOP,NO,YES,NO
4132986,4132986,SEAL ASSY,PAOOOP,NO,YES,NO
4133078,4133078,PLATE,PAOZZN,NO,NO,NO
4133197,4133197,INSULATION SLEEVING,PAOZZN,NO,NO,NO
4133198,4133198,INSULATION SLEEVING,PAOZZN,NO,NO,NO
4133266,4133266,BRACKET,PAOZZN,NO,NO,NO
4133395,4133395,BOLT,PAOZZN,NO,NO,NO
4133412,4133412,BRACKET ASSY OF,PAODDT,NO,YES,NO
4133479,4133479,SEAL ASSY,PAOOOP,NO,YES,NO
4133625,4133625,BRACKET,PAOZZN,NO,NO,NO
4133626,4133626,BRACKET,PAODDT,NO,YES,NO
4133721,5101041,CABLE OPTION (IC),PAODDT,YES,YES,YES
4133723,5100254,CABLE OPTION (IC),PAODDT,YES,YES,YES
4133723,5101042,CABLE OPTION (IC),PAODDT,YES,YES,YES
4133724,5101043,CABLE OPTION (IC),PAODDT,YES,YES,YES
4133725,5100081,IGNITER OPTION (IC),PAODDT,YES,YES,YES
4133726,5101045,IGNITER OPTION (IC),PAODDT,YES,YES,YES
4133758,4133758,PLUG ASSY OF,PAOZZN,NO,NO,NO
4133909,4133909,SCREW-MACHINE,PAOZZN,NO,NO,NO
4134064,4134064,"HOSE&TUBE-DRN,CIVV",PAODDT,NO,YES,NO
4134100,4134100,ENGINE ASSY-CTOL,ADODDT,YES,YES,YES
4134128,4134128,RING,PAOZZN,NO,NO,NO
4134151,5100915,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134151,5100916,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134153,5100919,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134154,5100925,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134156,5100942,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134156,5100943,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134158,5100948,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134158,5100949,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134161,5100961,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134161,5100962,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134162,5100964,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134167,5100989,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134169,5100999,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134170,5101002,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134171,5101005,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134179,4134179,CONTROL-IPS,PAODDT,YES,YES,YES
4134212,4134212,HOSE&TUBE ASSY OF,PAODDT,NO,YES,NO
4134217,4134217,HOSE&TUBE ASSY-LS04,PAODDT,NO,YES,NO
4134230,5100993,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134231,5100974,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134232,5100968,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134233,5100940,WIRING HARNESS OPT,PAODDT,NO,YES,YES
4134235,5100933,WIRING HARNESS OPT,PAODDT,NO,YES,YES
4134235,5100934,WIRING HARNESS OPT,PAODDT,NO,YES,YES
4134299,4134299,EHSV ASSY-CNA,PAODDT,YES,YES,YES
4134299,1003101-3,EHSV ASSY-CNA,PAODDT,YES,YES,YES
4134301,4134301,VALVE ASSY-SOLENOID,PAODDT,YES,YES,YES
4134301,1003538-1,VALVE ASSY-SOLENOID,PAODDT,YES,YES,YES
4134303,4134303,EHSV-CVV ACTUATOR,PAODDT,YES,YES,YES
4134303,1004100-3,EHSV-CVV ACTUATOR,PAODDT,YES,YES,YES
4134304,4134304,VALVE ASSY-SOLENOID,PAODDT,YES,YES,YES
4134304,1004200-1,VALVE ASSY-SOLENOID,PAODDT,YES,YES,YES
4134305,1004591-2,EHSV-FVV ACTUATOR,PAODDT,YES,YES,YES
4134309,1008704-1,"SHIELD-HEAT,CNA",PAOZZN,NO,NO,NO
4134310,4134310,"SCREW-MACHINE,DH",PAOZZN,NO,NO,NO
4134311,4134311,"SCREW-MACHINE,DH",PAOZZN,NO,NO,NO
4134314,4134314,SOLENOID,PAODDT,YES,YES,YES
4134314,1006499-1,SOLENOID,PAODDT,YES,YES,YES
4134315,4134315,FILTER ELEMENT,PAOZZN,NO,NO,NO
4134315,5913625,FILTER ELEMENT,PAOZZN,NO,NO,NO
4134317,5100153,SENSOR OPTION (IC),PAODDT,YES,YES,YES
4134318,5100154,SENSOR OPTION (IC),PAOLDT,YES,YES,YES
4134368,4134368,FAN MODULE ASSY,PAODDT,YES,YES,YES
4134410,5101119,WIR HRNS OPT1,PAOLDT,NO,YES,YES
4134438,5101126,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134438,5101127,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134450,4134450,"SHIELD-HEAT,CNAV",PAOZZN,NO,NO,NO
4134450,1008034-1,"SHIELD-HEAT,CNAV",PAOZZN,NO,NO,NO
4134454,4134454,"SHIELD-HEAT,CVV ACT",PAOZZN,NO,NO,NO
4134454,1008179-2,"SHIELD-HEAT,CVV ACT",PAOZZN,NO,NO,NO
4134476,4134476,MOUNT OPTION,PAOZZN,NO,NO,NO
4134544,5101130,WIRING HARNESS OPT,PAOLDT,NO,YES,YES
4134579,4134579,NOZZLE ASSY,PAODDT,YES,YES,YES
4134623,4134623,"STRAP-GROUND,IPS",PAOZZN,NO,NO,NO
4134647,4134647,GASKET-MAIN OIL PUM,PAOZZN,NO,NO,NO
4134648,4134648,GASKET-MAIN OIL PUM,PAOZZN,NO,NO,NO
4134649,4134649,RING-RETAINING,PAOZZN,NO,NO,NO
4134651,4134651,PLUG-SELF-LOCKING,PAOZZN,NO,NO,NO
4134655,4134655,DUCT ASSY,PAODDT,YES,YES,YES
4134717,4134717,EHSV-FUEL PUMP,PAODDT,YES,YES,YES
4134717,1004902-2,EHSV-FUEL PUMP,PAODDT,YES,YES,YES
4134720,1004903-1,SOLENOID-ELECTRICAL,PAODDT,YES,YES,YES
4134722,4134722,SENSOR-PRESSURE,PAODDT,YES,YES,YES
4134722,1015560-1,SENSOR-PRESSURE,PAODDT,YES,YES,YES
4134724,4134724,SHIELD-HEAT,PAOZZN,NO,NO,NO
4134724,1018001-1,SHIELD-HEAT,PAOZZN,NO,NO,NO
4134727,4134727,SEAL-RING,PAOZZN,NO,NO,NO
4134765,4134765,"PLUG-MACH THRD,S-L",PAOZZN,NO,NO,NO
4134766,4134766,"PLUG-MACH THRD,S-L",PAOZZN,NO,NO,NO
4134778,4134778,MANIFOLD ASSY,PAODDT,NO,YES,NO
4134800,4134800,ENGINE ASSY-CTOL,ADODDT,YES,YES,YES
4134812,4134812,FILTER ELEMENT,PAOZZN,NO,NO,NO
4134812,5914087,FILTER ELEMENT,PAOZZN,NO,NO,NO
4134813,5914488,HOUSING-OIL FILTER,PAOZZN,NO,NO,NO
4134814,4134814,"SEAL-RING,MAIN GRB",PAOZZN,NO,NO,NO
4134815,4134815,RING-MAIN GEARBOX,PAOZZN,NO,NO,NO
4134817,5913738,"SEAL-RING,MAIN GRB",PAOZZN,NO,NO,NO
4134818,4134818,"SEAL-RING,MAIN GRB",PAOZZN,NO,NO,NO
4134820,1705211,COVER-MAIN GEARBOX,PAOZZN,NO,NO,NO
4134820,4134820,COVER-MAIN GEARBOX,PAOZZN,NO,NO,NO
4134829,4134829,"COVER-PROBE,EIPS",PAOZZN,NO,NO,NO
4134830,4134830,PACKING-PREFORMED,PAOZZN,NO,NO,NO
4134836,4134836,"BOLT-MACHINE,DH",PAOZZN,NO,NO,NO
4134853,4118769,SHIELD OPTION (IC),PAOZZN,NO,NO,NO
4134854,4118770,SHIELD OPTION (IC),PAOZZN,NO,NO,NO
4134858,4134858,PUMP ASSY,PAODDT,YES,YES,YES
4134886,4134886,BRACKET,PAOZZN,NO,NO,NO
4134929,4134929,BOLT-MAIN GEARBOX,PAOZZN,NO,NO,NO
4134930,4134930,"SEAL-FACE,MAIN GRB",PAOLDT,NO,YES,NO
4134931,4134931,VALVE&SEAL ASSY-GRB,PAOLDT,NO,YES,NO
4134932,4134932,"SPACER-SEAL,MAIN GR",PAOZZN,NO,NO,NO
4134933,4134933,SEAL-CARBON FACE,PAOZZN,NO,NO,NO
4134933,5915252,SEAL-CARBON FACE,PAOZZN,NO,NO,NO
4134934,4134934,SEAL-CARBON FACE,PAOZZN,NO,NO,NO
4134934,5915573,SEAL-CARBON FACE,PAOZZN,NO,NO,NO
4134935,4134935,SEAL-CARBON FACE,PAOZZN,NO,NO,NO
4134935,5914412,SEAL-CARBON FACE,PAOZZN,NO,NO,NO
4134936,4134936,PLUG-MAIN GEARBOX,PAOZZN,NO,NO,NO
4135038,4135038,"PUMP-FUEL,HYDRAULIC",PAODDT,YES,YES,YES
4135057,4135057,ADAPTER OPT,PAOZZN,NO,NO,NO
4135077,4135077,GUIDE,PAOZZN,NO,NO,NO
4135078,4135078,GUIDE,PAOZZN,NO,NO,NO
4135113,4135113,MANIFLD&SHIELD ASSY,PAODDT,NO,YES,NO
4135116,4135116,COUPLING HALF,PAOZZN,NO,NO,NO
4135117,4135117,COUPLING HALF,PAOOOP,NO,YES,NO
4135181,4135181,WIRING HARNESS 1,PAODDT,NO,YES,YES
